ที่	tʰîː	at	เขาได้รับรางวัลที่ 1 ในการประกวดวาดภาพ
เสี่ย	sìːa	rich man	ตำรวจได้เข้าตรวจค้นไร่ของเสี่ยคนดังแห่งเมืองกาญจนบุรี เพื่อหาไม้เถื่อน
มวย	muaj	boxing; knot	ลุงเขาชอบดูมวย ป้าเลยต้องพลอยดูไปด้วย
มนุษยชาติ	má nút sà já tɕʰâːt	mankind	เราควรจะส่งเสริมวิวัฒนาการของมนุษยชาติให้จำเริญอยู่ต่อไป
สวดมนต์	sùːat mon	pray	หากพระจะบริหารร่างกาย ท่านใช้วิธีเดินจงกรมและสวดมนต์ไปด้วย
ปะการัง	pàʔ kaː raŋ	coral; coral reef	ปลาหลากสีสันกรูเข้ามารายล้อมเกรียวกราว และรีบผละหนีเข้าซุกตามพุ่มปะการังด้วยท่าทางตื่นตระหนก
อภัย	ʔà pʰaj	forgive; pardon	ผมโกรธเขามากและไม่คิดจะอภัยให้
งวด	ŋûːat	dry out; decrease	งวดนี้รัฐบาลก็คงจะต้องยุบสภาอีก
เก๋	kěʔ	pretty; stylish; attractive	เธอสวมหมวกไหมพรมใบนี้แล้วเก๋มากทีเดียว
คนขับ	kʰon kʰàp	driver	ประชาชนในเมืองหลวงต้องฝากชีวิตไว้กับคนขับรถขององค์การขนส่งมวลชน
ผู้ว่า	pʰûː wâː	governor; leader; ruler	ผู้ว่ามีอำนาจในการสั่งพักงานเจ้าหน้าที่รัฐที่สร้างความเดือดร้อนให้กับประชาชนได้โดยตรง
ชื่อดัง	tɕʰɯ̂ː daŋ	famous	เขาเป็นนักร้องชื่อดังของเมืองไทยคนหนึ่ง
สำเนา	sǎm naw	copy; duplicate	แบบฟอร์มจะต้องถูกสำเนาและกระจายส่งผ่านไปยังแผนกต่างๆ อีกหลายแผนก
ทำเอา	tʰam ʔaw	cause	ซาอุดีอาระเบียประกาศไม่เข้าร่วมการแข่งขันบอลโลก ทำเอาฝ่ายจัดการแข่งขันต้องสับเปลี่ยนรายการกันอุตลุด
กฎกระทรวง	kòt kràʔ tʰɔːn woŋ	ministerial regulations	รัฐมนตรีช่วยว่าการกระทรวงมหาดไทยได้ถูกกล่าวหาว่าได้รับประโยชน์จากการแก้ไขกฎกระทรวงกรณีการจัดตั้งปั้มแก๊ส
ตุลาการ	tùʔ laː kaːn	judge; justice	การตรากฎหมายต้องผ่านความเห็นชอบจากคณะตุลาการ
ชง	tɕʰoŋ	brew; make (tea or coffee)	ทุกเช้าเลขานุการของเขาจะชงชามาให้
อาบ	ʔàːp	bathe; immerse	คุณยายชอบใช้ดินสอพองทาตัวหลังอาบน้ำ
ตอนหลัง	tɔːn lǎŋ	afterwards; later on	ใครมาตอนหลัง ก็จะไม่ได้เข้าพบแพทย์เพราะแพทย์ออกเวรไปแล้ว
คราบ	kʰrâːp	stain; mark; spot	มีคราบติดอยู่บนเสื้อลักษณะเหมือนคราบน้ำมัน
เฉือน	tɕʰɯ̌ːan	win; slice	พ่อครัวเฉือนเนื้อให้ป็นชิ้นบางๆ ด้วยความระมัดระวัง
หม่อม	mɔ̀ːm	Lady; Duchess	ท่านจันทร์สมรสกับหม่อมวิภามีบุตรและบุตรี 4 คน
บทเพลง	bòt pʰleːŋ	song; lyrics	บทเพลงของวงดนตรีวงนี้ส่วนใหญ่ยังได้รับความนิยมอยู่
ฟุตบอล	fút bɔːn	football	ตามโรงเรียนต่างๆ ได้จัดให้มีการสอนฟุตบอล ทำให้ผู้หญิงหันมาเล่นฟุตบอลกันมากขึ้น
เจตนารมณ์	tɕèːt tà naː rom	intention	การปกครองในระบอบประชาธิปไตยการทำงานของรัฐจะต้องสอดคล้องกับเจตนารมณ์ของ ประชาชน
อุดมคติ	ʔùʔ dom kʰá tìʔ	ideal	การดำเนินชีวิตไปตามอุดมคติที่ดีถือว่าใช้ชีวิตไม่สูญเปล่า
เป็นอันมาก	pen ʔan mâːk	greatly; considerably	ขั้นตอนการลบโปรแกรมแบบเก่าทำให้สิ้นเปลืองเวลาเป็นอันมาก น่าจะคิดหาวิธีใหม่ได้แล้ว
